Ward,Year,Service Request Type,Count
Humber River-Black Creek (07),2024,Traffic Signal - Graffiti Complaint,7
Humber River-Black Creek (07),2024,Traffic Signal Maintenance,108
Humber River-Black Creek (07),2024,Unknown - 30080-EH,3
Humber River-Black Creek (07),2024,Unknown - 30080-ROE,2
Humber River-Black Creek (07),2024,Unknown - AE-ASE02,7
Humber River-Black Creek (07),2024,Unknown - CSROBKL-01,2
Humber River-Black Creek (07),2024,Unknown - CSROBKL-02,1
Humber River-Black Creek (07),2024,Unknown - CSROBKL-03,3
Humber River-Black Creek (07),2024,Unknown - MLSBLEMMVN,17
Humber River-Black Creek (07),2024,Unknown - MLSBLENE,8
Humber River-Black Creek (07),2024,Unknown - SRVCR,21
Humber River-Black Creek (07),2024,Unknown - TASTS,2
Humber River-Black Creek (07),2024,Unknown - TS-STFURN-REQ,30
Humber River-Black Creek (07),2024,Unknown - TSO-CMP02,2
Humber River-Black Creek (07),2024,Unknown - TSO-CMP03,1
Humber River-Black Creek (07),2024,Unknown - TSO-CMP04,25
Humber River-Black Creek (07),2024,Unknown - TSO-CMP05,13
Humber River-Black Creek (07),2024,Unknown - TSO-CMP06,1
Humber River-Black Creek (07),2024,Unknown - TSO-CMP08,8
Humber River-Black Creek (07),2024,Unknown - TSO-CMP09,4
Humber River-Black Creek (07),2024,Unknown - TSO-CMP12,42
Humber River-Black Creek (07),2024,Unknown - TSO-OTHERS,1
Humber River-Black Creek (07),2024,Unknown - TSO-PSOI,3
Humber River-Black Creek (07),2024,Unknown - TSO-ST03,1
Humber River-Black Creek (07),2024,Unknown - TSO-TSOI,1
Humber River-Black Creek (07),2024,Unknown - TSO-VSOI,10
Humber River-Black Creek (07),2024,Unknown - TSO-VZ01,1
Humber River-Black Creek (07),2024,Unknown - TSO-VZ12,5
Humber River-Black Creek (07),2024,Unknown - TSO-VZ13,1
Humber River-Black Creek (07),2024,Unknown - TSO-VZ14,2
Humber River-Black Creek (07),2024,Unknown - WSLNT,1
Humber River-Black Creek (07),2024,Unknown - cotdrivercomplaint,2
Humber River-Black Creek (07),2024,Unreasonable and Persistent Noise,57
Humber River-Black Creek (07),2024,Vehicles,3
Humber River-Black Creek (07),2024,Walkway - Snow Clearing/ Salting required,2
Humber River-Black Creek (07),2024,Walkway - damaged,37
Humber River-Black Creek (07),2024,Walkway-Weeds Need Cutting,21
Humber River-Black Creek (07),2024,Waste,239
Humber River-Black Creek (07),2024,Waste Storage,13
Humber River-Black Creek (07),2024,Water Meter-Leaking,29
Humber River-Black Creek (07),2024,Water Quality-Discoloured (Rusty or dirty) Water,9
Humber River-Black Creek (07),2024,Water Service Line - Low Pressure|| Low Flow - Ongoing,33
Humber River-Black Creek (07),2024,Water Service Line - Low Pressure|| Low Flow Inspection - (Sudden),11
Humber River-Black Creek (07),2024,Water Service Line-Check Water Service Box,53
Humber River-Black Creek (07),2024,Water Service Line-Leaking,42
Humber River-Black Creek (07),2024,Water Service Line-No Water,68
Humber River-Black Creek (07),2024,Water Service Line-Turn Off,120
Humber River-Black Creek (07),2024,Water Service Line-Turn Off/Burst,48
Humber River-Black Creek (07),2024,Water Service Line-Turn On,96
Humber River-Black Creek (07),2024,Water Service Test for High Lead Content,2
Humber River-Black Creek (07),2024,Water Valve-Leaking,1
Humber River-Black Creek (07),2024,Water-Miscellaneous,5
Humber River-Black Creek (07),2024,Watercourse Investigation,1
Humber River-Black Creek (07),2024,Watermain-Possible Break,34
Humber River-Black Creek (07),2024,West Nile Virus-Standing Water / Roadside,2
Humber River-Black Creek (07),2024,Wrong Location/Time/Day,127
Humber River-Black Creek (07),2024,Zoning,222
Parkdale-High Park (04),2021,Accessibility Complaint,3
Parkdale-High Park (04),2021,Adequate Heat,81
Parkdale-High Park (04),2021,All / Hazardous Waste / Not Picked Up,18
Parkdale-High Park (04),2021,All / Hazardous Waste / Pick Up Request,656
Parkdale-High Park (04),2021,All-Way Stop Sign Controls,7
Parkdale-High Park (04),2021,Alternate Side Parking,2
Parkdale-High Park (04),2021,Animals,2
Parkdale-High Park (04),2021,Appliance (Emergency),7
Parkdale-High Park (04),2021,Application Mail Out / Non-Res,14
Parkdale-High Park (04),2021,Application Status / Non-Res,5
Parkdale-High Park (04),2021,Bees/Wasp,21
Parkdale-High Park (04),2021,Bicycle Signals,3
Parkdale-High Park (04),2021,Bin Investigation Request,410
Parkdale-High Park (04),2021,Blocked Access By Parking,3
Parkdale-High Park (04),2021,Bollard - Damaged,6
Parkdale-High Park (04),2021,Boulevard - Pick-Up Shopping Carts,1
Parkdale-High Park (04),2021,Boulevard - Plough Damage,5
Parkdale-High Park (04),2021,Boulevards - Damaged Asphalt,42
Parkdale-High Park (04),2021,Boulevards - Snow Piled Too High / Too Much,4
Parkdale-High Park (04),2021,Boulevards - Weed Removal,14
Parkdale-High Park (04),2021,Boulevards-Grass Cutting,10
Parkdale-High Park (04),2021,Bridge - Damaged Structure,6
Parkdale-High Park (04),2021,Bridge - Debris / Litter,4
Parkdale-High Park (04),2021,Bridge - Graffiti Complaint,20
Parkdale-High Park (04),2021,Bridge - Surface Repair,1
Parkdale-High Park (04),2021,Bridge Falling Debris,2
Parkdale-High Park (04),2021,Bus Stop Icy Needs Sand/Salt,3
Parkdale-High Park (04),2021,By-Law Contravention Invest,96
Parkdale-High Park (04),2021,Bylaw Enforcement: Excavation,12
Parkdale-High Park (04),2021,CADAVER DOMESTIC,41
Parkdale-High Park (04),2021,CADAVER WILDLIFE,599
Parkdale-High Park (04),2021,Catch Basin - Blocked / Flooding,90
Parkdale-High Park (04),2021,Catch Basin - Damaged Maintenance Requested,6
Parkdale-High Park (04),2021,Catch Basin - Debris / Litter,22
Parkdale-High Park (04),2021,Catch Basin -Cover Missing / Damaged / Loose,1
Parkdale-High Park (04),2021,Catch basin (Storm) - Damage,24
Parkdale-High Park (04),2021,Catch basin (Storm) - Other,6
Parkdale-High Park (04),2021,Catch basin (Storm) - Overflowing,43
Parkdale-High Park (04),2021,Catch basin Maintenance and Repair,21
Parkdale-High Park (04),2021,Catch basin on Expressway damaged,2
Parkdale-High Park (04),2021,Catch basin on Expressway requires cleaning,1
Parkdale-High Park (04),2021,Commercial Dog Walkers,3
Parkdale-High Park (04),2021,Commercial Enterprises,1
Parkdale-High Park (04),2021,Commercial Tree Maint Req,4
Parkdale-High Park (04),2021,Commercial Tree Planting,5
Parkdale-High Park (04),2021,Commercial Tree Pruning,12
Parkdale-High Park (04),2021,Commercial Tree Removal,4
Parkdale-High Park (04),2021,Commercial Tree Storm Clean Up,4
Parkdale-High Park (04),2021,Complaint - Crossing Guard Conduct,10
Parkdale-High Park (04),2021,Complaint / Investigation - Grass and Weeds Enforcement,9
Parkdale-High Park (04),2021,Complaint / Investigation - Idling Enforcement,4
Parkdale-High Park (04),2021,Complaint / Investigation - Leaves,6
Parkdale-High Park (04),2021,Complaint / Investigation - Water Discharge,9
Parkdale-High Park (04),2021,Complaint-Outcome of the Service,40
Parkdale-High Park (04),2021,Complaint-Process and Procedures,19
Parkdale-High Park (04),2021,Complaint-Staff Conduct,6
Parkdale-High Park (04),2021,Complaint-Time Line of the Service,29
Parkdale-High Park (04),2021,Complaint/Investigation - Encroachment,135
Parkdale-High Park (04),2021,Complaint/Investigation -Abandoned Bikes,8
Parkdale-High Park (04),2021,Compliment-Employee/Operation,6
Parkdale-High Park (04),2021,Conduct,9
Parkdale-High Park (04),2021,Containers,5
Parkdale-High Park (04),2021,Contaminated Waste/Preparation,11
Parkdale-High Park (04),2021,Corner Parking Prohibition,4
Parkdale-High Park (04),2021,Culverts-Damaged / Maintenance Requested,1
Parkdale-High Park (04),2021,Curb - Adjust Height (Too High/Low),4
Parkdale-High Park (04),2021,Curb - Damaged,11
Parkdale-High Park (04),2021,Dangerous Private Tree Investigation,46
Parkdale-High Park (04),2021,Dead Animal On Expressway,10
Parkdale-High Park (04),2021,Disabled Loading Zone,2
Parkdale-High Park (04),2021,Disabled Persons' Parking Space,16
Parkdale-High Park (04),2021,Dispute SR Status/Bins,65
Parkdale-High Park (04),2021,Dispute SR Status/Collections Curb Day,107
Parkdale-High Park (04),2021,Dispute SR Status/Collections FEL,13
Parkdale-High Park (04),2021,Dispute SR Status/Collections Nights,7
Parkdale-High Park (04),2021,Dispute SR Status/Litter Operations,9
Parkdale-High Park (04),2021,District Operations-Attitude and Behavior,2
Parkdale-High Park (04),2021,District Operations-Compliment,3
Parkdale-High Park (04),2021,District Operations-Contractor Related,6
Parkdale-High Park (04),2021,District Operations-Equipment/Untidy Const Site,6
Parkdale-High Park (04),2021,District Operations-Process,25
Parkdale-High Park (04),2021,District Operations-Restoration,20
Parkdale-High Park (04),2021,District Operations-Timeliness,29
Parkdale-High Park (04),2021,Ditch Maintenance Requested,2
Parkdale-High Park (04),2021,Dogs off Leash,48
Parkdale-High Park (04),2021,Driveway - Damaged / Ponding,11
Parkdale-High Park (04),2021,Driveway-Blocked By Windrow,2
Parkdale-High Park (04),2021,EAB Exemption Request,2
Parkdale-High Park (04),2021,ENF/INVEST AN TO AN,6
Parkdale-High Park (04),2021,ENF/INVEST AN TO HU,17
Parkdale-High Park (04),2021,ENF/INVEST ANIM CARE,41
Parkdale-High Park (04),2021,ENF/INVEST ATTACK TO AN,16
Parkdale-High Park (04),2021,ENF/INVEST ATTACK TO HU,8
Parkdale-High Park (04),2021,ENF/INVEST DAL HOME,9
Parkdale-High Park (04),2021,ENF/INVEST EXCREMENT,6
Parkdale-High Park (04),2021,ENF/INVEST EXTREME,2
Parkdale-High Park (04),2021,ENF/INVEST MENACE,11
Parkdale-High Park (04),2021,ENF/INVEST NO LEASH,31
Parkdale-High Park (04),2021,ENF/INVEST NUISAN CAT,3
Parkdale-High Park (04),2021,ENF/INVEST PIT BULL,1
Parkdale-High Park (04),2021,ENF/INVEST PROH ANIMA,6
Parkdale-High Park (04),2021,ENF/INVEST SHELTER,2
Parkdale-High Park (04),2021,ENF/INVEST TOO MANY,2
Parkdale-High Park (04),2021,ENF/INVEST UNSAN COND,9
Parkdale-High Park (04),2021,Election Signs,2
Parkdale-High Park (04),2021,Encroachments,2
Parkdale-High Park (04),2021,Expressway Fence - Damaged,1
Parkdale-High Park (04),2021,Expressway Guide Rail Damaged,1
Parkdale-High Park (04),2021,Expressway requires cleaning.,51
Parkdale-High Park (04),2021,FEL Multi-Res / Recycle Cart / Not Picked Up,7
Parkdale-High Park (04),2021,FEL Multi-Res Furniture / Not Picked Up,37
Parkdale-High Park (04),2021,FEL Non-Res / Garbage / Not Picked Up,8
Parkdale-High Park (04),2021,FEL Non-Res Organic / Not Picked Up,1
Parkdale-High Park (04),2021,FEL Non-Res Recycle Cart / Not Picked Up,1
Parkdale-High Park (04),2021,FEL Non-Res Recycle FEL / Not Picked Up,1
Parkdale-High Park (04),2021,Fence,25
Parkdale-High Park (04),2021,Fence - Damaged,7
Parkdale-High Park (04),2021,Fireworks,8
Parkdale-High Park (04),2021,Games,1
Parkdale-High Park (04),2021,Garbage / Park / Bin Damaged,1
Parkdale-High Park (04),2021,Garbage / Park / Bin Installation,3
Parkdale-High Park (04),2021,Garbage / Park / Bin Overflow,26
Parkdale-High Park (04),2021,Garbage / Park / Bin Removal / Relocate,1
Parkdale-High Park (04),2021,General Parking Regulations,14
Parkdale-High Park (04),2021,General Pruning,606
Parkdale-High Park (04),2021,General Tree Maintenance,88
Parkdale-High Park (04),2021,Graffiti,127
Parkdale-High Park (04),2021,Guardrail - Damaged,5
Parkdale-High Park (04),2021,Gypsy Moth Control Insp,17
Parkdale-High Park (04),2021,Heavy Trucks,7
Parkdale-High Park (04),2021,Hydrant-After Usage Test,3
Parkdale-High Park (04),2021,Hydrant-Damage,17
Parkdale-High Park (04),2021,Hydrant-Leaking,12
Parkdale-High Park (04),2021,INJUR/DIST DOMESTIC,38
Parkdale-High Park (04),2021,INJUR/DIST WILDLIFE,651
Parkdale-High Park (04),2021,IPM Inspection,5
Parkdale-High Park (04),2021,Ice and Snow Complaint,96
Parkdale-High Park (04),2021,Illegal Dumping,26
Parkdale-High Park (04),2021,Illegal Off-Street Parking,49
Parkdale-High Park (04),2021,Illegal On-Street Parking,2
Parkdale-High Park (04),2021,Intersection Safety Review,12
Parkdale-High Park (04),2021,Investigate Pavement Markings,7
Parkdale-High Park (04),2021,Investigate Regulatory Signs,51
Parkdale-High Park (04),2021,Investigate Temporary Condition Markings,1
Parkdale-High Park (04),2021,Investigate Temporary Condition Signs,10
Parkdale-High Park (04),2021,Investigate Vehicles Leaving Roadway,3
Parkdale-High Park (04),2021,Investigate Warning Signs,14
Parkdale-High Park (04),2021,Lane Designation,1
Parkdale-High Park (04),2021,Laneway - Salting / Sanding / Salt,5
Parkdale-High Park (04),2021,Laneway - Surface Damage,49
Parkdale-High Park (04),2021,Left/Right Turn Signal Priority Features,18
Parkdale-High Park (04),2021,Litter / Bike Removal Inquiry,31
Parkdale-High Park (04),2021,Litter / Bin / Graffiti on Bin,2
Parkdale-High Park (04),2021,Litter / Bin / Overflow or Not Picked Up,138
Parkdale-High Park (04),2021,Litter / Bin / Relocate,2
Parkdale-High Park (04),2021,Litter / Bin / Removal,1
Parkdale-High Park (04),2021,Litter / Illegal Dumping Cleanup,168
Parkdale-High Park (04),2021,Litter / Laneway / Clean Up,57
Parkdale-High Park (04),2021,Litter / Sidewalk & Blvd / Pick Up Request,225
Parkdale-High Park (04),2021,Litter / Special Event / Pick Up Request,5
Parkdale-High Park (04),2021,Litter/Needle Cleanup,36
Parkdale-High Park (04),2021,Long Grass and Weeds,130
Parkdale-High Park (04),2021,Maintenance Hole - Overflowing,7
Parkdale-High Park (04),2021,Maintenance Hole-Damage,31
Parkdale-High Park (04),2021,Maintenance Hole-Missing Cover,5
Parkdale-High Park (04),2021,Maintenance Holes -Damage / Repair,36
Parkdale-High Park (04),2021,Maintenance Holes Lid Loose/Missing,16
Parkdale-High Park (04),2021,Missing/Damaged Flexible Bollards,2
Parkdale-High Park (04),2021,Missing/Damaged School Flashing Beacons,3
Parkdale-High Park (04),2021,Missing/Damaged Signs,164
Parkdale-High Park (04),2021,Missing/Damaged Watch Your Speed Boards,2
Parkdale-High Park (04),2021,Missing/Faded Pavement Markings,15
Parkdale-High Park (04),2021,Multi-Res / FEL / Bin Inventory,4
Parkdale-High Park (04),2021,Multi-Res / Furniture Pile / Not Picked Up,26
Parkdale-High Park (04),2021,Multi-Res / Garbage Cart / Not Picked Up,10
Parkdale-High Park (04),2021,Multi-Res / Garbage Front-End / Not Picked Up,25
Parkdale-High Park (04),2021,Multi-Res / Garbage Rear-Bin / Not Picked Up,3
Parkdale-High Park (04),2021,Multi-Res / Nite Furniture Pile / Not Picked Up,1
Parkdale-High Park (04),2021,Multi-Res / Nite Recycle Cart / Not Picked Up,2
Parkdale-High Park (04),2021,Multi-Res / Organic Bin / Not Picked Up,5
Parkdale-High Park (04),2021,Multi-Res / Organic Cart / Not Picked Up,1
Parkdale-High Park (04),2021,Multi-Res / Organic FEL / Not Picked Up,5
Parkdale-High Park (04),2021,Multi-Res / Recycle Cart / Not Picked Up,7
Parkdale-High Park (04),2021,Multi-Res / Recycle Front-End / Not Picked Up,5
Parkdale-High Park (04),2021,Multi-Res / Recycle Rear-Bin / Not Picked Up,1
Parkdale-High Park (04),2021,Multi-Res / XMAS Tree / Not Picked Up,2
Parkdale-High Park (04),2021,Multi-Res / XMAS Tree / Pick Up,18
Parkdale-High Park (04),2021,Multiple SRs/Collections Curb Day,3
Parkdale-High Park (04),2021,Multiple SRs/Collections FEL,2
Parkdale-High Park (04),2021,Multiple SRs/Litter Operations,2
Parkdale-High Park (04),2021,New Pedestrian Crossover,8
Parkdale-High Park (04),2021,New Traffic Control Signal Request,9
Parkdale-High Park (04),2021,Non-Res Cardboard Nite / Not Picked Up,1
Parkdale-High Park (04),2021,Non-Res Garbage Bag Nite / Not Picked Up,2
Parkdale-High Park (04),2021,Non-Res Garbage Bin / Not Picked Up,5
Parkdale-High Park (04),2021,Non-Res Garbage Bin Nite / Not Picked Up,9
Parkdale-High Park (04),2021,Non-Res Organic Bin / Not Picked Up,2
Parkdale-High Park (04),2021,Non-Res Organic Bin Nite / Not Picked Up,11
Parkdale-High Park (04),2021,Non-Res Recycle Bin / Not Picked Up,6
Parkdale-High Park (04),2021,Non-Res Recycle Bin Nite / Not Picked Up,6
Parkdale-High Park (04),2021,Operator / Operations Compliment,8
Parkdale-High Park (04),2021,PXO Maintenance,45
Parkdale-High Park (04),2021,Park Use,78
Parkdale-High Park (04),2021,Parking in a Public Lane,1
Parkdale-High Park (04),2021,Parks Ravine Safety Mtc FNEM,6
Parkdale-High Park (04),2021,Pedestrian Crossing Protection,12
